N,P,K,pH,Moisture,Fertility
107.16,47.88,43.73,6.51,74.65,High
38.13,40.01,25.58,6.81,42.55,Medium
36.64,33.56,38.31,6.24,62.86,Medium
89.51,65.81,34.05,6.09,73.71,High
21.06,9.52,15.32,5.23,14.91,Low
95.82,43.81,57.14,7.74,58.6,High
96.66,58.42,60.59,6.99,54.89,High
17.38,15.59,9.15,5.75,16.29,Low
41.37,16.4,15.57,5.79,10.1,Low
29.79,8.82,7.99,5.49,24.28,Low
58.02,28.06,39.74,6.29,55.32,Medium
6.67,3.86,6.71,5.08,21.56,Low
86.83,56.18,54.23,7.28,77.33,High
38.57,48.92,38.41,6.26,35.77,Medium
23.82,7.51,14.1,5.38,35.84,Low
67.53,69.12,78.23,6.12,58.26,High
72.46,61.59,53.51,6.66,57.78,High
31.8,30.83,15.0,6.06,51.96,Medium
102.53,58.29,48.02,6.28,50.09,High
14.81,20.92,13.96,5.3,28.04,Low
48.61,30.07,25.9,7.03,56.73,Medium
60.0,61.23,30.79,6.44,66.09,High
110.61,87.53,64.27,7.71,71.93,High
90.26,36.61,56.29,7.13,61.12,High
30.3,13.93,7.45,5.67,36.49,Low
96.02,42.99,43.7,6.53,67.14,High
27.44,6.14,11.39,5.4,29.9,Low
49.47,36.57,27.52,5.5,47.06,Medium
45.29,20.13,30.02,5.9,49.13,Medium
62.6,19.5,36.51,6.4,51.46,Medium
21.86,7.76,0.45,4.37,21.35,Low
103.4,57.85,63.26,7.39,71.37,High
120.11,55.56,54.25,6.24,46.86,High
69.34,24.95,27.83,6.14,48.45,Medium
27.9,17.84,5.77,4.21,8.7,Low
39.01,14.67,9.61,4.28,24.45,Low
97.5,60.6,37.81,6.71,83.57,High
57.43,25.22,15.0,6.65,65.52,Medium
82.88,56.2,60.31,6.9,66.59,High
27.21,6.46,5.8,4.25,12.87,Low
63.17,25.41,15.0,5.52,41.99,Medium
49.57,33.73,43.2,7.5,43.25,Medium
80.0,26.87,24.78,6.53,52.64,Medium
28.4,6.18,7.79,4.96,26.97,Low
41.39,33.49,27.92,6.6,48.71,Medium
31.98,9.02,15.18,4.63,24.94,Low
44.11,23.4,33.22,6.14,35.81,Medium
22.47,7.02,11.49,5.19,38.31,Low
24.11,7.47,7.36,6.0,23.04,Low
46.81,10.19,1.21,3.5,45.0,Low
92.56,84.71,75.84,6.81,67.46,High
38.93,19.6,23.1,6.92,61.79,Medium
60.0,82.09,61.3,6.99,54.88,High
36.23,12.82,13.71,5.7,41.3,Low
66.67,15.0,47.94,6.25,64.3,Medium
53.69,36.8,22.44,5.89,58.57,Medium
10.79,24.39,15.98,4.85,31.98,Low
86.34,61.98,53.09,8.0,62.14,High
95.34,46.29,58.38,7.23,45.25,High
19.81,16.17,9.0,4.07,30.63,Low
58.71,20.39,21.12,6.44,25.0,Medium
110.81,48.89,46.57,7.27,60.2,High
97.16,66.48,75.3,6.31,57.52,High
35.51,4.01,10.14,4.96,5.0,Low
41.91,19.14,27.12,5.5,43.42,Medium
46.44,17.51,15.57,4.88,31.11,Low
47.0,27.74,26.68,6.65,51.78,Medium
61.74,21.92,48.71,6.73,70.0,Medium
21.77,23.67,7.06,5.91,30.93,Low
81.14,66.64,68.64,6.14,63.94,High
91.61,44.82,53.0,6.77,85.64,High
68.45,26.65,21.86,6.19,36.22,Medium
30.38,10.66,13.9,5.25,27.43,Low
78.42,55.88,56.69,7.54,62.95,High
25.37,7.5,7.87,5.03,5.0,Low
38.59,29.4,31.48,6.33,41.08,Medium
33.4,22.79,21.27,5.84,20.81,Low
59.14,39.31,33.11,7.12,45.67,Medium
86.35,59.37,49.75,6.87,58.98,High
93.29,56.63,46.61,6.33,45.0,High
77.92,74.99,38.85,6.65,59.51,High
53.0,38.71,47.44,6.94,29.48,Medium
31.06,11.6,10.88,4.25,33.79,Low
18.99,24.33,6.75,5.28,25.45,Low
35.17,1.28,12.45,4.29,11.42,Low
46.5,21.02,36.73,6.53,39.2,Medium
92.7,37.51,60.08,7.07,58.02,High
115.75,54.66,62.0,7.35,67.32,High
33.4,13.23,14.03,4.99,19.33,Low
14.69,19.38,14.34,4.56,37.1,Low
54.23,22.71,44.64,5.5,58.95,Medium
22.44,14.4,11.97,3.57,29.84,Low
30.37,10.27,20.62,5.04,41.66,Low
31.9,14.05,14.05,4.72,21.22,Low
12.82,15.34,3.71,4.96,17.29,Low
29.0,18.61,12.64,4.66,36.72,Low
94.1,69.88,63.62,7.15,51.74,High
91.29,64.39,76.74,6.94,64.83,High
19.83,8.03,3.4,5.3,12.42,Low
100.25,42.16,51.44,6.91,64.78,High
90.25,64.63,36.55,6.0,48.25,High
29.83,14.24,14.31,5.03,13.33,Low
103.59,61.45,61.85,7.11,59.25,High
59.2,30.65,15.0,6.79,43.94,Medium
83.43,58.8,59.73,6.08,60.81,High
78.84,84.03,58.05,7.12,62.59,High
72.84,36.3,56.89,6.42,69.94,High
30.0,35.04,32.83,7.29,45.16,Medium
60.0,57.43,65.97,7.22,56.25,High
34.09,35.73,38.76,6.77,61.31,Medium
56.8,15.0,21.21,6.36,58.1,Medium
57.01,18.79,45.51,7.37,52.99,Medium
61.94,28.47,41.51,6.1,40.21,Medium
12.11,10.01,16.55,5.81,21.91,Low
119.26,39.63,61.34,6.33,72.69,High
26.63,12.38,1.65,3.77,24.52,Low
11.65,11.64,23.68,5.64,27.85,Low
13.54,8.07,12.0,4.64,24.64,Low
55.75,15.0,49.29,6.8,51.22,Medium
51.1,38.16,31.21,6.5,30.35,Medium
32.73,8.42,11.43,4.86,35.74,Low
19.31,21.19,14.04,4.62,28.76,Low
44.09,28.61,32.11,6.2,41.22,Medium
73.41,64.59,59.37,6.8,64.04,High
80.0,22.47,31.17,6.23,51.16,Medium
97.54,44.55,58.21,6.85,60.58,High
68.82,19.52,15.0,6.52,45.93,Medium
33.57,15.91,24.37,5.5,37.85,Medium
93.43,42.91,40.33,6.0,62.81,High
89.46,72.56,50.15,7.02,60.44,High
31.57,19.41,19.47,5.19,7.38,Low
90.87,39.6,70.93,7.17,57.98,High
106.78,82.64,59.03,6.76,73.1,High
93.66,67.02,43.54,6.89,55.61,High
57.47,31.69,31.37,6.53,45.15,Medium
27.11,14.7,7.88,4.48,29.04,Low
80.0,44.82,43.44,6.26,53.16,Medium
12.09,11.21,12.97,6.0,45.0,Low
102.1,53.42,53.92,6.15,45.0,High
13.02,18.45,17.23,4.67,18.13,Low
66.83,46.69,59.12,6.57,77.55,High
100.82,44.75,40.41,7.16,71.23,High
105.23,63.97,50.31,7.46,45.0,High
73.0,52.2,59.65,6.34,48.02,High
57.7,15.56,32.66,6.1,49.49,Medium
16.36,16.81,9.93,5.82,35.29,Low
63.63,25.57,37.61,6.16,45.93,Medium
21.49,12.92,4.8,4.37,17.71,Low
15.72,20.66,19.98,4.47,37.76,Low
50.76,35.92,29.81,5.5,36.39,Medium
76.3,27.38,31.91,6.45,55.99,Medium
43.6,33.79,25.07,7.5,48.13,Medium
27.99,19.07,5.44,4.42,27.73,Low
91.04,48.49,50.1,7.52,61.28,High
43.66,10.87,17.97,5.04,17.07,Low
24.68,6.23,7.88,5.64,33.24,Low
55.29,33.18,27.75,5.91,51.79,Medium
17.98,24.59,9.14,5.47,21.06,Low
59.26,46.6,40.67,5.61,34.27,Medium
109.06,71.68,53.1,6.55,62.84,High
37.11,15.0,20.05,6.79,47.9,Medium
58.24,15.0,24.88,6.07,43.96,Medium
59.7,10.24,15.38,5.58,26.92,Low
34.0,14.73,17.26,6.0,20.43,Low
83.45,65.02,77.15,6.0,57.7,High
60.0,72.12,70.85,6.63,64.49,High
6.36,6.96,8.06,4.47,20.7,Low
77.51,61.4,57.66,6.58,53.46,High
64.59,29.61,28.38,5.87,50.94,Medium
90.64,55.38,62.8,6.25,70.85,High
42.61,39.28,39.23,6.03,36.76,Medium
22.84,7.48,11.6,4.22,40.74,Low
73.5,73.15,67.73,7.01,45.0,High
62.9,34.6,30.75,6.52,41.65,Medium
63.55,42.43,58.85,6.73,52.63,High
26.72,5.46,12.81,5.25,22.79,Low
123.14,51.39,57.33,6.87,55.08,High
105.81,34.38,56.55,7.45,85.8,High
30.0,38.79,22.31,6.38,37.17,Medium
49.41,35.05,34.74,7.03,57.68,Medium
59.91,42.25,32.47,6.79,25.0,Medium
88.03,58.59,38.0,7.35,63.1,High
19.78,13.42,8.32,4.67,25.97,Low
53.85,30.1,39.57,6.46,47.96,Medium
114.6,40.08,63.04,6.93,74.03,High
113.76,67.42,60.15,6.04,71.96,High
97.75,45.48,67.89,6.36,68.25,High
53.12,35.21,31.03,6.98,39.12,Medium
95.27,43.81,55.76,6.76,62.74,High
11.44,8.85,22.01,4.61,21.55,Low
27.09,22.27,20.37,4.62,30.01,Low
24.01,12.27,12.24,5.08,26.03,Low
93.83,70.58,52.8,7.18,71.6,High
55.7,30.29,33.29,6.73,37.34,Medium
69.16,55.82,67.73,6.88,59.78,High
37.56,20.55,18.79,4.72,37.27,Low
48.45,29.76,34.37,6.89,38.94,Medium
11.25,7.56,12.59,5.23,10.46,Low
39.74,19.6,42.73,6.06,64.51,Medium
34.74,16.02,12.31,5.33,5.0,Low
88.94,49.01,64.07,7.01,50.43,High
48.87,20.42,38.33,6.83,45.78,Medium
52.25,39.82,24.91,6.04,54.81,Medium
71.04,15.69,36.83,5.71,25.0,Medium
23.88,9.1,14.5,4.88,11.98,Low
50.33,20.75,15.0,5.8,69.1,Medium
95.12,60.62,42.9,6.03,69.26,High
39.69,21.61,37.46,7.11,46.72,Medium
126.95,30.0,59.57,6.0,72.4,High
60.82,27.86,20.71,6.64,59.08,Medium
48.0,26.45,15.0,6.1,63.84,Medium
20.68,14.29,16.73,4.8,16.99,Low
27.43,13.15,8.26,3.89,23.92,Low
73.63,18.87,28.09,5.99,35.31,Medium
99.87,50.1,51.25,7.44,45.0,High
41.79,7.43,8.3,4.5,24.21,Low
74.92,63.35,45.09,6.54,62.43,High
73.55,78.02,52.16,6.89,56.38,High
24.35,4.46,0.24,4.14,42.4,Low
132.71,59.84,54.74,7.77,45.0,High
52.24,30.67,28.68,6.68,46.41,Medium
44.85,19.4,5.27,4.59,45.0,Low
118.78,42.8,30.44,6.47,65.57,High
93.02,85.43,46.33,6.78,45.0,High
12.37,23.6,6.28,4.92,17.9,Low
106.62,55.71,73.83,7.44,81.94,High
69.08,59.17,66.75,6.0,80.46,High
91.34,57.25,52.97,6.0,61.36,High
21.72,6.12,17.52,4.7,12.05,Low
44.24,28.89,30.67,6.77,39.02,Medium
47.52,15.0,30.52,7.12,66.31,Medium
43.84,25.05,20.92,6.28,46.17,Medium
69.31,24.48,31.99,7.07,40.59,Medium
48.93,30.86,33.17,6.27,53.69,Medium
112.21,49.1,36.18,6.72,56.36,High
31.28,9.02,19.07,4.77,21.98,Low
79.96,68.31,42.15,6.39,45.0,High
99.12,60.25,72.26,7.1,62.37,High
78.15,44.74,74.04,7.04,54.15,High
83.91,53.39,67.89,6.32,76.43,High
101.17,51.09,59.75,6.73,59.53,High
70.29,40.57,80.83,7.12,69.77,High
30.0,43.36,32.39,6.63,42.17,Medium
90.61,44.21,57.22,7.75,76.26,High
38.5,6.56,20.68,4.63,11.44,Low
35.77,25.66,19.3,6.78,46.09,Medium
89.15,57.61,54.05,7.19,57.54,High
36.24,29.29,49.51,5.81,42.69,Medium
37.78,28.0,40.09,6.19,25.0,Medium
82.04,41.38,32.43,6.54,56.04,High
89.98,67.47,48.6,6.72,57.67,High
56.35,16.44,41.62,6.06,45.98,Medium
13.42,10.9,13.1,4.75,30.97,Low
19.73,18.1,19.84,5.51,43.75,Low
115.66,36.93,51.85,6.63,50.67,High
52.67,28.7,30.62,5.98,52.87,Medium
40.94,43.81,18.06,6.19,31.62,Medium
27.03,4.14,6.98,5.0,39.14,Low
33.06,35.0,33.41,5.63,39.99,Medium
40.38,15.0,45.29,6.34,43.97,Medium
21.9,9.99,9.3,3.87,28.37,Low
43.03,39.13,37.79,6.42,40.78,Medium
24.05,2.66,16.43,4.73,16.17,Low
37.35,0.04,9.53,3.63,22.07,Low
15.65,6.61,15.78,4.74,16.58,Low
60.64,29.28,45.12,6.27,59.69,Medium
44.64,24.34,32.16,5.94,27.85,Medium
42.65,36.52,30.46,6.75,45.55,Medium
119.28,32.5,44.81,7.57,55.23,High
42.89,27.99,34.9,6.85,42.64,Medium
99.92,51.27,56.85,7.84,59.18,High
26.28,21.15,2.86,4.38,5.0,Low
53.26,27.87,36.01,7.17,60.22,Medium
56.52,36.45,20.16,6.3,47.09,Medium
24.76,11.69,14.55,5.68,5.0,Low
55.98,26.35,35.73,7.5,40.23,Medium
36.88,34.87,28.63,6.48,51.8,Medium
29.82,21.27,18.51,5.03,18.08,Low
17.15,11.93,9.65,5.01,24.07,Low
30.25,17.35,39.12,6.25,31.27,Medium
59.16,46.56,28.93,6.56,64.83,Medium
43.16,15.0,18.7,6.23,52.24,Medium
94.75,41.48,49.68,6.54,67.22,High
50.39,26.82,26.44,7.39,67.31,Medium
70.16,51.01,70.2,6.39,73.57,High
30.78,29.97,26.05,6.54,45.68,Medium
36.46,15.0,46.22,6.29,47.55,Medium
23.42,18.39,4.99,5.2,9.71,Low
91.17,44.85,65.73,6.23,45.0,High
78.97,42.67,53.84,6.58,54.15,High
61.96,45.93,15.0,7.23,56.86,Medium
52.62,45.04,15.0,6.03,32.68,Medium
74.58,48.2,32.61,7.37,61.81,High
73.88,48.83,42.23,6.85,54.84,High
48.68,39.95,16.33,6.07,62.95,Medium
113.53,59.69,55.49,6.67,53.3,High
40.01,18.38,36.07,7.36,30.73,Medium
16.18,10.22,8.24,5.2,28.75,Low
20.34,14.52,2.69,4.73,20.0,Low
97.15,30.0,52.87,7.11,74.87,High
124.54,51.67,48.13,6.89,70.08,High
87.6,62.65,57.85,6.0,70.83,High
45.19,39.8,21.29,7.37,64.45,Medium
41.07,37.46,17.46,6.08,57.11,Medium
20.77,3.53,12.86,4.68,33.42,Low
52.12,29.51,42.33,5.5,31.37,Medium
27.46,6.25,13.24,4.63,15.44,Low
88.84,32.22,48.4,6.0,85.01,High
52.87,19.92,35.55,6.72,47.86,Medium
47.93,23.76,15.0,6.34,48.22,Medium
94.61,54.98,67.6,7.72,69.5,High
30.0,40.56,52.02,6.78,38.75,Medium
47.49,18.09,33.18,5.5,37.24,Medium
25.98,6.53,14.54,5.07,18.88,Low
17.8,3.27,9.08,4.27,32.88,Low
49.73,32.05,24.26,6.06,40.48,Medium
66.52,42.8,55.68,6.47,71.34,High
54.1,17.04,31.21,6.56,53.85,Medium
22.05,7.84,9.64,5.02,41.41,Low
19.88,17.5,11.22,4.5,36.56,Low
37.88,27.77,34.35,5.84,51.85,Medium
58.11,30.32,32.19,6.79,49.3,Medium
34.0,4.47,11.78,5.04,21.42,Low
87.98,57.97,56.11,6.29,63.12,High
74.03,51.76,66.56,7.09,70.52,High
42.67,23.21,38.19,6.22,30.42,Medium
48.22,23.9,21.18,5.7,39.51,Medium
104.13,56.42,54.62,7.06,62.94,High
36.53,8.85,6.59,6.0,25.63,Low
30.24,27.55,24.39,6.5,54.12,Medium
52.46,43.17,26.2,5.51,41.29,Medium
29.12,11.03,14.68,6.0,30.05,Low
107.68,51.98,73.9,6.89,63.61,High
53.9,18.81,30.17,5.5,32.33,Medium
52.16,44.95,26.41,6.6,54.79,Medium
56.06,18.12,22.95,6.93,45.89,Medium
41.95,22.58,22.44,6.35,49.32,Medium
35.44,9.35,8.16,5.03,33.94,Low
77.44,44.69,54.87,6.85,57.92,High
47.57,22.49,37.62,7.06,44.85,Medium
15.5,5.49,2.59,3.85,19.81,Low
45.02,15.0,30.7,5.5,53.3,Medium
22.51,15.33,12.86,3.5,14.71,Low
29.29,17.05,14.96,4.96,36.8,Low
34.29,9.76,26.42,5.77,36.49,Low
64.73,34.17,26.04,7.49,31.05,Medium
95.69,54.97,58.79,6.71,48.14,High
44.15,45.84,15.0,6.07,52.85,Medium
120.26,54.22,72.71,6.45,50.21,High
32.48,0.34,14.0,5.17,8.18,Low
53.82,36.48,42.45,7.31,39.85,Medium
5.48,18.96,8.21,4.92,15.18,Low
106.41,52.76,38.14,6.63,45.2,High
101.07,85.21,69.36,7.07,45.0,High
25.13,15.91,29.18,6.0,27.47,Low
21.24,3.53,9.1,5.47,15.68,Low
25.68,3.65,5.5,5.32,30.57,Low
20.41,8.18,14.35,5.09,32.86,Low
34.02,15.77,15.31,5.34,25.93,Low
11.98,22.04,15.67,5.27,34.44,Low
18.37,4.93,14.85,4.33,25.34,Low
108.24,60.23,53.09,6.52,54.86,High
99.35,51.94,58.54,6.56,45.0,High
34.86,14.34,3.36,5.23,11.98,Low
79.37,18.18,37.15,6.88,34.3,Medium
43.03,28.05,31.85,6.06,56.4,Medium
21.07,4.29,5.88,5.24,10.89,Low
87.01,36.19,55.17,6.16,66.14,High
52.46,38.84,15.0,6.39,51.43,Medium
89.91,55.99,62.16,6.0,53.73,High
39.3,3.19,10.53,4.27,35.09,Low
98.14,66.34,30.0,6.44,56.1,High
96.03,69.58,44.02,6.0,58.78,High
57.82,39.26,31.57,5.84,52.96,Medium
66.21,34.15,19.18,5.63,29.34,Medium
53.36,33.85,15.21,6.4,52.63,Medium
40.24,26.06,15.0,6.2,53.2,Medium
19.55,10.36,0.0,3.87,32.58,Low
65.43,40.46,24.15,6.46,58.32,Medium
25.85,12.8,3.06,6.0,45.0,Low
94.39,51.43,52.25,6.34,76.47,High
90.42,61.38,43.2,6.41,65.1,High
44.91,15.94,45.42,5.89,25.0,Medium
15.65,11.32,19.51,4.4,7.72,Low
98.75,60.49,48.45,6.35,70.07,High
36.11,16.22,8.34,6.0,16.65,Low
30.0,24.26,27.83,5.56,46.44,Medium
49.36,37.84,20.52,5.7,54.24,Medium
45.88,43.93,26.44,5.82,51.94,Medium
23.43,15.03,6.18,4.98,24.65,Low
44.15,15.0,18.65,6.69,32.74,Medium
75.7,37.9,25.4,6.72,25.0,Medium
70.04,53.44,64.98,6.95,50.14,High
96.31,38.93,67.12,7.46,72.38,High
38.51,34.0,44.17,5.5,67.64,Medium
52.56,15.0,37.22,5.69,55.15,Medium
30.4,13.23,10.24,6.0,28.93,Low
26.02,10.78,10.31,5.78,6.38,Low
43.07,6.52,13.56,5.47,32.42,Low
107.15,53.39,44.44,6.47,57.01,High
63.05,15.0,22.41,6.08,56.3,Medium
42.37,24.7,18.05,6.06,49.07,Medium
86.48,78.1,58.6,7.09,53.46,High
48.35,28.86,23.45,5.65,48.28,Medium
80.99,48.55,35.78,7.12,68.06,High
16.99,13.14,12.85,5.06,16.02,Low
4.99,17.74,7.75,3.93,42.07,Low
24.65,0.0,19.6,5.35,28.63,Low
14.04,19.83,7.23,5.48,17.76,Low
72.99,46.37,68.93,6.62,52.18,High
58.59,15.62,23.4,7.3,52.17,Medium
47.26,36.53,36.03,5.74,50.36,Medium
34.11,4.32,6.5,4.09,25.89,Low
61.29,31.34,42.38,6.53,52.03,Medium
106.15,65.16,56.83,6.44,66.04,High
24.8,0.0,16.71,4.51,14.8,Low
30.0,30.57,37.51,5.5,50.59,Medium
40.83,12.28,18.2,5.5,19.19,Low
29.27,0.09,21.2,5.28,23.78,Low
30.0,26.24,27.27,6.02,62.48,Medium
55.36,28.62,49.71,6.02,39.28,Medium
70.57,66.36,48.83,6.62,69.98,High
42.68,14.01,17.38,6.0,45.0,Low
81.39,85.61,74.87,7.8,55.93,High
43.01,34.3,24.86,6.43,36.48,Medium
68.66,54.72,52.18,7.18,66.69,High
55.58,37.79,20.65,5.97,49.51,Medium
65.94,50.52,59.29,6.38,45.0,High
48.06,37.98,32.59,5.72,61.92,Medium
25.46,7.62,3.98,5.16,29.64,Low
85.98,62.62,44.35,7.3,59.02,High
69.42,21.97,34.27,7.47,35.64,Medium
75.88,46.42,56.95,6.79,48.87,High
137.96,92.9,59.31,7.61,53.38,High
60.0,61.94,40.28,6.57,45.0,High
53.43,15.0,24.12,6.46,52.63,Medium
56.46,34.85,44.83,6.82,52.73,Medium
32.91,10.57,0.34,4.63,13.4,Low
55.93,30.69,25.0,5.72,33.59,Medium
72.85,71.64,46.81,6.95,66.27,High
24.56,7.08,19.04,6.0,25.45,Low
27.3,17.5,1.5,5.44,20.42,Low
10.78,12.02,4.05,5.07,30.65,Low
65.05,24.81,41.22,5.53,63.84,Medium
17.35,13.81,17.99,5.19,35.01,Low
18.03,30.0,15.91,4.24,11.32,Low
26.51,14.55,13.32,3.85,12.4,Low
59.28,38.33,40.64,7.5,67.4,Medium
30.36,7.88,13.65,5.03,20.91,Low
38.54,20.72,22.39,5.79,60.25,Medium
100.12,47.65,41.67,6.9,68.23,High
80.0,33.07,21.02,6.87,37.13,Medium
107.25,54.13,79.01,6.62,57.52,High
100.2,51.73,51.78,6.81,68.53,High
54.48,23.83,33.57,6.09,45.77,Medium
72.24,15.88,33.5,6.39,49.49,Medium
48.44,28.1,32.27,5.76,58.0,Medium
27.23,15.39,12.76,5.65,34.49,Low
34.01,26.65,32.06,6.79,39.04,Medium
64.48,23.06,21.09,6.32,56.16,Medium
63.79,34.04,46.28,6.28,25.0,Medium
49.37,42.43,18.06,6.97,70.0,Medium
113.95,44.28,41.6,6.62,73.66,High
27.97,14.05,15.96,5.49,42.23,Low
27.99,13.84,8.35,5.29,30.16,Low
74.65,41.38,26.7,6.86,47.51,Medium
47.96,34.83,21.47,7.25,53.93,Medium
40.94,28.4,43.89,6.01,30.5,Medium
67.98,46.49,41.41,5.92,41.88,Medium
12.48,7.57,7.48,4.34,30.32,Low
11.12,10.24,19.85,4.0,29.49,Low
51.86,25.34,25.15,6.4,42.53,Medium
65.62,33.02,28.9,6.29,28.46,Medium
75.61,37.67,38.33,5.95,36.99,Medium
47.79,20.66,30.28,6.5,35.32,Medium
101.08,51.12,44.57,6.0,53.54,High
21.66,4.15,11.51,5.48,23.52,Low
44.56,40.42,44.71,6.33,32.93,Medium
111.55,73.85,48.9,7.84,59.25,High
12.19,11.6,18.0,4.85,23.08,Low
50.57,25.3,33.49,6.48,34.61,Medium
42.26,21.54,15.0,6.34,29.3,Medium
7.24,13.6,17.4,3.86,5.0,Low
65.4,37.57,42.09,5.88,46.06,Medium
110.5,58.47,66.19,6.3,64.65,High
27.84,6.77,6.91,5.08,40.04,Low
19.24,7.78,5.69,5.19,33.95,Low
64.3,36.84,47.58,6.35,40.25,Medium
30.16,35.01,27.87,5.52,47.66,Medium
59.26,45.35,34.96,6.35,54.46,Medium
95.63,63.98,57.64,7.72,66.11,High
35.5,26.09,35.03,6.85,55.7,Medium
108.05,67.11,60.18,6.35,56.14,High
53.7,26.96,15.0,5.7,48.06,Medium
24.04,9.31,3.62,4.58,20.16,Low
88.23,34.42,52.49,7.27,49.27,High
78.08,47.16,65.0,6.55,72.32,High
85.71,57.5,53.02,7.16,59.86,High
74.72,48.79,54.06,6.23,67.33,High
14.8,2.74,13.53,4.87,29.6,Low
30.81,17.75,9.21,4.64,14.78,Low
13.48,17.68,12.95,4.7,21.92,Low
102.36,78.99,31.94,7.11,68.03,High
63.04,30.09,28.97,5.77,30.29,Medium
20.07,7.69,18.33,5.06,14.97,Low
68.93,17.18,45.65,6.86,46.12,Medium
76.92,52.97,57.6,6.31,62.53,High
65.84,22.99,31.26,6.19,47.97,Medium
24.07,21.62,9.03,4.72,17.99,Low
85.38,61.02,42.88,6.52,70.43,High
68.01,57.4,44.43,7.54,57.46,High
96.45,65.91,39.59,7.04,50.34,High
42.05,20.57,3.12,5.19,25.74,Low
22.17,7.51,11.16,4.85,6.77,Low
40.09,43.25,53.76,6.09,46.48,Medium
0.0,9.29,20.58,5.31,14.27,Low
21.69,14.53,13.92,5.84,7.79,Low
66.56,40.83,36.36,5.81,44.13,Medium
21.11,4.15,12.98,4.89,20.98,Low
98.76,41.87,83.42,6.55,66.34,High
16.88,14.51,10.29,5.43,26.11,Low
80.28,59.58,61.95,6.7,68.53,High
80.89,41.96,57.56,6.42,56.74,High
60.92,40.31,38.76,6.58,43.28,Medium
51.87,15.0,15.06,7.29,66.02,Medium
54.18,16.45,38.54,6.28,35.26,Medium
20.64,11.08,4.72,3.93,24.06,Low
25.48,10.28,13.61,6.0,29.58,Low
43.06,13.78,9.17,4.93,27.86,Low
34.96,17.33,4.56,5.56,21.34,Low
86.11,35.99,40.88,6.88,60.84,High
22.2,13.46,8.93,4.59,15.12,Low
6.9,7.15,6.85,6.0,11.63,Low
18.12,15.4,12.7,4.69,18.41,Low
21.82,18.16,10.34,6.0,30.82,Low
48.96,26.08,41.31,5.5,68.11,Medium
37.29,2.53,10.63,5.47,18.46,Low
30.0,19.7,35.49,6.02,37.86,Medium
56.96,31.81,20.69,6.94,33.64,Medium
42.59,33.13,21.89,5.5,44.69,Medium
56.43,41.29,32.17,6.72,47.13,Medium
24.57,10.4,13.83,4.81,29.54,Low
12.72,4.77,9.09,5.36,39.69,Low
89.09,50.07,54.61,7.38,72.77,High
41.2,29.56,26.64,5.91,53.99,Medium
97.27,44.69,66.66,6.28,64.93,High
24.36,8.86,8.47,3.99,14.91,Low
36.96,6.04,7.59,4.54,31.77,Low
73.23,61.7,52.61,6.0,69.6,High
20.33,20.41,18.95,5.63,30.11,Low
33.83,24.88,41.07,6.68,70.0,Medium
46.9,41.54,46.83,5.5,42.15,Medium
96.35,57.16,58.63,6.91,62.0,High
37.47,16.61,28.78,5.5,67.19,Medium
105.83,71.27,40.52,8.0,63.56,High
50.92,17.06,18.33,6.05,25.0,Medium
86.39,67.35,41.3,7.16,68.14,High
36.52,28.4,28.12,6.11,48.61,Medium
105.19,80.58,79.35,6.75,73.46,High
26.37,6.51,6.05,6.0,37.56,Low
28.94,9.08,7.28,4.44,6.92,Low
118.21,40.68,75.05,7.02,59.46,High
66.91,15.0,35.2,6.61,42.52,Medium
92.94,58.74,84.02,7.08,63.52,High
80.0,16.42,27.28,5.52,57.03,Medium
44.14,20.94,35.84,5.58,52.12,Medium
74.48,63.99,42.03,6.35,61.91,High
100.98,55.54,46.45,6.0,61.01,High
41.12,36.38,41.1,6.04,54.82,Medium
24.97,12.92,7.82,4.62,10.03,Low
30.85,20.17,20.48,6.1,46.7,Medium
50.62,26.38,21.03,6.77,48.23,Medium
95.42,55.22,44.72,6.98,61.2,High
79.88,40.7,63.22,6.56,59.2,High
29.84,3.49,10.73,4.85,28.99,Low
104.13,58.27,66.52,7.18,55.44,High
95.27,30.91,34.03,7.76,62.0,High
29.52,7.29,12.04,5.27,28.02,Low
10.85,10.71,13.17,4.62,37.39,Low
28.53,8.34,11.68,5.49,8.46,Low
23.72,7.26,17.01,4.93,27.95,Low
59.75,47.11,15.0,6.09,36.82,Medium
90.66,63.32,41.78,6.35,47.49,High
20.17,13.44,6.59,4.84,22.42,Low
67.67,34.82,15.0,6.27,60.25,Medium
28.79,15.4,19.24,4.51,10.18,Low
86.48,52.73,53.87,7.12,65.0,High
99.46,50.57,37.72,7.59,46.58,High
34.58,10.17,7.76,5.35,28.18,Low
7.82,20.09,10.5,4.58,7.39,Low
40.53,27.27,46.48,6.27,60.33,Medium
32.27,6.74,9.84,5.89,8.91,Low
8.92,17.97,12.94,4.69,19.66,Low
85.29,66.53,62.15,7.21,49.96,High
49.59,38.13,41.17,6.19,48.67,Medium
55.76,24.44,29.2,6.1,45.53,Medium
27.1,1.11,16.18,6.0,18.63,Low
38.14,23.24,29.31,5.9,20.29,Low
23.08,15.12,11.46,5.77,11.29,Low
40.01,25.27,37.29,7.45,31.89,Medium
32.27,14.31,17.42,4.64,35.84,Low
0.0,12.67,19.03,4.32,27.41,Low
94.29,37.66,47.36,6.83,48.49,High
33.63,14.17,16.62,5.6,35.51,Low
101.7,47.85,50.03,6.25,49.11,High
32.08,16.45,23.85,6.75,44.79,Medium
